labels,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
0,0.2041015625,0.2099609375,0.2041015625,0.001953125,0.1845703125,0.33203125,0.318359375,0.001953125,0.86328125,0.13671875
0,0.009765625,0.0029296875,0.001953125,0.0009765625,0.0087890625,0.2099609375,0.2802734375,0.0,0.4833984375,0.2451171875
0,0.0029296875,0.0029296875,0.001953125,0.001953125,0.0029296875,0.216796875,0.28125,0.0,0.4970703125,0.201171875
0,0.0009765625,0.00390625,0.0,0.0029296875,0.0,0.22265625,0.27734375,0.0,0.4794921875,0.1611328125
0,0.00390625,0.00390625,0.0009765625,0.0029296875,0.00390625,0.2255859375,0.28125,0.0,0.4951171875,0.189453125
0,0.1494140625,0.193359375,0.1162109375,0.0048828125,0.1533203125,0.2666015625,0.3017578125,0.00390625,0.7998046875,0.1904296875
0,0.013671875,0.001953125,0.0009765625,0.001953125,0.001953125,0.228515625,0.2451171875,0.0,0.4580078125,0.2314453125
0,0.138671875,0.1904296875,0.1337890625,0.0068359375,0.12109375,0.296875,0.3095703125,0.0029296875,0.7890625,0.205078125
0,0.00390625,0.0029296875,0.0,0.0029296875,0.0029296875,0.20703125,0.251953125,0.0,0.466796875,0.22265625
0,0.056640625,0.16015625,0.0439453125,0.0048828125,0.111328125,0.2626953125,0.296875,0.001953125,0.7890625,0.208984375
0,0.0771484375,0.1865234375,0.03515625,0.185546875,0.123046875,0.23046875,0.3173828125,0.138671875,0.80078125,0.1923828125
0,0.1904296875,0.197265625,0.0009765625,0.0029296875,0.1533203125,0.318359375,0.306640625,0.0029296875,0.8349609375,0.16015625
0,0.1708984375,0.2099609375,0.0048828125,0.0048828125,0.03515625,0.3037109375,0.3154296875,0.0029296875,0.802734375,0.1845703125
0,0.1494140625,0.1435546875,0.1494140625,0.0009765625,0.130859375,0.31640625,0.2724609375,0.001953125,0.7958984375,0.189453125
0,0.1806640625,0.1748046875,0.1806640625,0.025390625,0.15234375,0.3203125,0.2822265625,0.0439453125,0.8271484375,0.1689453125
0,0.0048828125,0.001953125,0.0009765625,0.00390625,0.0048828125,0.2080078125,0.283203125,0.0,0.533203125,0.2255859375
0,0.150390625,0.2041015625,0.1298828125,0.203125,0.1328125,0.2568359375,0.3291015625,0.2197265625,0.8095703125,0.1875
0,0.138671875,0.1357421875,0.1416015625,0.001953125,0.1181640625,0.3154296875,0.2578125,0.00390625,0.7734375,0.2080078125
0,0.1171875,0.15234375,0.0908203125,0.0283203125,0.119140625,0.248046875,0.3037109375,0.0419921875,0.8046875,0.1904296875
0,0.0,0.0029296875,0.001953125,0.0,0.0,0.2255859375,0.255859375,0.0,0.421875,0.1845703125
0,0.1787109375,0.111328125,0.1416015625,0.05078125,0.12890625,0.3017578125,0.2578125,0.1005859375,0.7802734375,0.2080078125
0,0.189453125,0.2119140625,0.1748046875,0.2099609375,0.169921875,0.2900390625,0.314453125,0.2275390625,0.7919921875,0.2001953125
0,0.189453125,0.2080078125,0.146484375,0.208984375,0.171875,0.2392578125,0.322265625,0.2216796875,0.8193359375,0.173828125
0,0.0068359375,0.0029296875,0.001953125,0.0009765625,0.00390625,0.240234375,0.25,0.0,0.3974609375,0.20703125
0,0.1357421875,0.2177734375,0.103515625,0.21484375,0.15234375,0.234375,0.3330078125,0.1982421875,0.8173828125,0.1806640625
0,0.1142578125,0.201171875,0.0732421875,0.19921875,0.14453125,0.2578125,0.310546875,0.1669921875,0.7890625,0.2021484375
0,0.0009765625,0.001953125,0.001953125,0.0009765625,0.0,0.248046875,0.25,0.0,0.412109375,0.224609375
0,0.177734375,0.1923828125,0.1494140625,0.19140625,0.1455078125,0.2822265625,0.328125,0.220703125,0.8291015625,0.1689453125
0,0.1611328125,0.130859375,0.1552734375,0.056640625,0.1416015625,0.3115234375,0.2763671875,0.0927734375,0.7880859375,0.203125
0,0.0009765625,0.0009765625,0.0,0.0009765625,0.0,0.24609375,0.2705078125,0.0,0.43359375,0.1728515625
0,0.0966796875,0.1552734375,0.091796875,0.0244140625,0.1064453125,0.271484375,0.2802734375,0.02734375,0.7841796875,0.2109375
0,0.1826171875,0.1611328125,0.18359375,0.0048828125,0.1455078125,0.3310546875,0.275390625,0.0009765625,0.80859375,0.1845703125
0,0.1767578125,0.171875,0.177734375,0.00390625,0.16015625,0.314453125,0.2744140625,0.005859375,0.7978515625,0.1953125
0,0.173828125,0.2041015625,0.14453125,0.2021484375,0.150390625,0.2734375,0.3037109375,0.22265625,0.798828125,0.1962890625
0,0.0068359375,0.0048828125,0.0048828125,0.0009765625,0.0068359375,0.2099609375,0.26171875,0.0,0.4443359375,0.1982421875
0,0.1796875,0.2216796875,0.1650390625,0.0029296875,0.1552734375,0.28125,0.318359375,0.0078125,0.8076171875,0.1884765625
0,0.1923828125,0.1806640625,0.0029296875,0.1787109375,0.1318359375,0.3232421875,0.318359375,0.0068359375,0.7900390625,0.2060546875
0,0.0048828125,0.00390625,0.0009765625,0.0009765625,0.0048828125,0.2333984375,0.2939453125,0.0,0.5,0.2255859375
0,0.0029296875,0.0009765625,0.0,0.0029296875,0.0029296875,0.197265625,0.29296875,0.0,0.5390625,0.205078125
0,0.0,0.001953125,0.001953125,0.001953125,0.0,0.26171875,0.287109375,0.0,0.435546875,0.2109375
0,0.00390625,0.0009765625,0.0,0.0009765625,0.00390625,0.2021484375,0.2841796875,0.0,0.5185546875,0.1630859375
0,0.0,0.0029296875,0.0009765625,0.0009765625,0.0,0.2685546875,0.2666015625,0.0,0.4072265625,0.2265625
0,0.154296875,0.189453125,0.154296875,0.0341796875,0.1171875,0.2900390625,0.3017578125,0.0703125,0.7861328125,0.20703125
0,0.169921875,0.1416015625,0.1689453125,0.021484375,0.109375,0.3037109375,0.2822265625,0.0400390625,0.7734375,0.2197265625
0,0.1435546875,0.1376953125,0.140625,0.017578125,0.0810546875,0.271484375,0.3291015625,0.0224609375,0.798828125,0.1943359375
0,0.0,0.0029296875,0.0,0.0029296875,0.0,0.2734375,0.28515625,0.0,0.4365234375,0.1572265625
0,0.0927734375,0.17578125,0.0458984375,0.009765625,0.1201171875,0.2412109375,0.3173828125,0.0087890625,0.796875,0.1962890625
0,0.005859375,0.0,0.0029296875,0.0009765625,0.005859375,0.2529296875,0.279296875,0.0,0.4306640625,0.216796875
0,0.115234375,0.16796875,0.1142578125,0.0048828125,0.1279296875,0.3046875,0.2783203125,0.0009765625,0.7734375,0.2158203125
0,0.0263671875,0.009765625,0.00390625,0.0068359375,0.03125,0.271484375,0.3046875,0.0,0.4501953125,0.2109375
0,0.1416015625,0.2080078125,0.1416015625,0.005859375,0.1298828125,0.3095703125,0.3193359375,0.0048828125,0.7724609375,0.2138671875
0,0.0,0.0009765625,0.0009765625,0.0009765625,0.0,0.2509765625,0.263671875,0.0,0.41796875,0.1962890625
0,0.0,0.0029296875,0.0,0.0009765625,0.0,0.2392578125,0.265625,0.0,0.4443359375,0.189453125
0,0.0,0.0009765625,0.0009765625,0.0009765625,0.0,0.2470703125,0.2451171875,0.0,0.41015625,0.193359375
0,0.001953125,0.0009765625,0.0009765625,0.0,0.0,0.2705078125,0.291015625,0.0,0.453125,0.1962890625
0,0.1689453125,0.134765625,0.166015625,0.021484375,0.1025390625,0.3056640625,0.267578125,0.033203125,0.78125,0.2109375
0,0.001953125,0.001953125,0.0,0.0,0.0,0.234375,0.2724609375,0.0,0.435546875,0.2099609375
0,0.1708984375,0.1806640625,0.1689453125,0.0146484375,0.1298828125,0.3056640625,0.2998046875,0.0205078125,0.765625,0.2197265625
0,0.0009765625,0.00390625,0.0009765625,0.0029296875,0.0,0.251953125,0.27734375,0.0,0.453125,0.19921875
0,0.1572265625,0.2109375,0.009765625,0.00390625,0.0361328125,0.3193359375,0.3134765625,0.00390625,0.8046875,0.1865234375
0,0.18359375,0.203125,0.0009765625,0.2001953125,0.154296875,0.298828125,0.3193359375,0.005859375,0.8134765625,0.1796875
0,0.1962890625,0.1787109375,0.00390625,0.0078125,0.1318359375,0.3310546875,0.3134765625,0.0087890625,0.7919921875,0.2001953125
0,0.1748046875,0.20703125,0.0,0.2021484375,0.193359375,0.333984375,0.3203125,0.013671875,0.82421875,0.166015625
0,0.1875,0.1708984375,0.0009765625,0.0029296875,0.16015625,0.3310546875,0.2685546875,0.0009765625,0.810546875,0.18359375
0,0.181640625,0.1962890625,0.18359375,0.0009765625,0.158203125,0.328125,0.31640625,0.0029296875,0.82421875,0.1689453125
0,0.1875,0.18359375,0.1904296875,0.0029296875,0.13671875,0.3251953125,0.2978515625,0.0048828125,0.8056640625,0.1806640625
0,0.1533203125,0.21484375,0.15625,0.0048828125,0.140625,0.3193359375,0.2841796875,0.0048828125,0.77734375,0.2119140625
0,0.1767578125,0.2041015625,0.169921875,0.00390625,0.1435546875,0.306640625,0.3173828125,0.005859375,0.7744140625,0.212890625
0,0.142578125,0.16015625,0.126953125,0.015625,0.1416015625,0.3046875,0.28125,0.01953125,0.7724609375,0.216796875
0,0.1923828125,0.177734375,0.001953125,0.0185546875,0.1455078125,0.3154296875,0.2802734375,0.0029296875,0.814453125,0.181640625
0,0.1806640625,0.150390625,0.0029296875,0.0087890625,0.1513671875,0.3076171875,0.2734375,0.001953125,0.8310546875,0.1669921875
0,0.16796875,0.15625,0.166015625,0.0166015625,0.1181640625,0.3046875,0.291015625,0.0234375,0.7822265625,0.205078125
0,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0,0.2412109375,0.25390625,0.0,0.4326171875,0.1845703125
0,0.0107421875,0.0,0.0,0.0009765625,0.0,0.3212890625,0.32421875,0.0,0.517578125,0.13671875
0,0.001953125,0.0,0.0009765625,0.0,0.0,0.271484375,0.291015625,0.0,0.447265625,0.1376953125
0,0.220703125,0.1962890625,0.220703125,0.0,0.1533203125,0.3076171875,0.3291015625,0.0048828125,0.873046875,0.12109375
0,0.0048828125,0.0,0.0,0.0009765625,0.0,0.27734375,0.2880859375,0.0,0.4443359375,0.15625
0,0.00390625,0.0,0.0,0.0009765625,0.0,0.28125,0.29296875,0.0,0.451171875,0.154296875
0,0.00390625,0.0,0.001953125,0.0009765625,0.0,0.2802734375,0.3017578125,0.0,0.453125,0.15625
0,0.00390625,0.0,0.0,0.0009765625,0.0,0.2744140625,0.310546875,0.0,0.474609375,0.1689453125
0,0.001953125,0.0,0.0029296875,0.0,0.0,0.2568359375,0.27734375,0.0,0.4462890625,0.1435546875
0,0.001953125,0.0009765625,0.0029296875,0.0,0.0009765625,0.23828125,0.2724609375,0.0,0.4462890625,0.1572265625
0,0.0,0.0,0.0009765625,0.0009765625,0.0,0.2763671875,0.2919921875,0.0,0.4580078125,0.1640625
0,0.001953125,0.0,0.001953125,0.0,0.0,0.2607421875,0.28125,0.0,0.4375,0.1328125
0,0.001953125,0.0,0.001953125,0.0,0.0,0.255859375,0.283203125,0.0,0.4482421875,0.1376953125
0,0.001953125,0.0,0.0,0.001953125,0.0,0.3017578125,0.322265625,0.0,0.490234375,0.150390625
0,0.0009765625,0.0,0.0,0.0029296875,0.0,0.294921875,0.30859375,0.0,0.47265625,0.140625
0,0.0087890625,0.0,0.0029296875,0.0,0.005859375,0.248046875,0.279296875,0.0,0.4453125,0.189453125
0,0.0009765625,0.0,0.0009765625,0.0,0.0,0.259765625,0.29296875,0.0,0.4794921875,0.1396484375
0,0.005859375,0.0,0.0,0.00390625,0.0,0.2998046875,0.302734375,0.0,0.466796875,0.1455078125
0,0.00390625,0.0,0.0,0.0029296875,0.0,0.287109375,0.3046875,0.0,0.4658203125,0.1298828125
0,0.001953125,0.0,0.001953125,0.0009765625,0.0,0.2587890625,0.265625,0.0,0.4267578125,0.1669921875
0,0.0078125,0.0,0.0,0.001953125,0.0,0.318359375,0.318359375,0.0,0.5078125,0.1201171875
0,0.01171875,0.0,0.0,0.00390625,0.0,0.3173828125,0.32421875,0.0,0.4765625,0.142578125
0,0.0048828125,0.0,0.0,0.0029296875,0.0,0.333984375,0.3388671875,0.0,0.51953125,0.1484375
0,0.0,0.0,0.0,0.0009765625,0.0,0.2607421875,0.2724609375,0.0,0.4345703125,0.1318359375
0,0.0029296875,0.0,0.0,0.001953125,0.0,0.2783203125,0.2939453125,0.0,0.451171875,0.1591796875
0,0.005859375,0.0,0.0,0.00390625,0.0,0.306640625,0.31640625,0.0,0.4765625,0.1455078125
0,0.0048828125,0.0,0.0,0.0009765625,0.0,0.3046875,0.3134765625,0.0,0.4736328125,0.125
0,0.00390625,0.0,0.0,0.0009765625,0.0,0.302734375,0.326171875,0.0,0.4921875,0.1162109375
0,0.2197265625,0.0107421875,0.216796875,0.2158203125,0.0361328125,0.302734375,0.30078125,0.2294921875,0.8662109375,0.1328125
0,0.0048828125,0.0,0.0,0.00390625,0.0,0.3251953125,0.33203125,0.0,0.5107421875,0.1220703125
0,0.0029296875,0.0009765625,0.0,0.0029296875,0.0,0.283203125,0.2939453125,0.0,0.447265625,0.1650390625
0,0.0009765625,0.0,0.001953125,0.0,0.0,0.2587890625,0.2802734375,0.0,0.4423828125,0.20703125
0,0.01953125,0.0009765625,0.0,0.0048828125,0.0146484375,0.3271484375,0.341796875,0.0,0.52734375,0.1572265625
0,0.0009765625,0.0,0.0,0.0009765625,0.0,0.271484375,0.2880859375,0.0,0.4375,0.171875
0,0.0068359375,0.0,0.0,0.0009765625,0.0,0.296875,0.2978515625,0.0,0.4638671875,0.138671875
0,0.0029296875,0.0,0.0,0.00390625,0.0,0.3037109375,0.3037109375,0.0,0.4599609375,0.150390625
0,0.0009765625,0.0009765625,0.001953125,0.0,0.0,0.25,0.2841796875,0.0,0.447265625,0.1650390625
0,0.001953125,0.0,0.0,0.005859375,0.0,0.3046875,0.314453125,0.0,0.4716796875,0.1123046875
0,0.0078125,0.0,0.0,0.0078125,0.0,0.341796875,0.3447265625,0.0,0.51171875,0.1416015625
0,0.0029296875,0.0,0.0009765625,0.0009765625,0.0,0.2802734375,0.28515625,0.0,0.458984375,0.1396484375
0,0.201171875,0.0126953125,0.1962890625,0.2001953125,0.0419921875,0.29296875,0.2900390625,0.2197265625,0.87109375,0.1279296875
0,0.00390625,0.0,0.0,0.0009765625,0.0,0.2734375,0.291015625,0.0,0.4423828125,0.1357421875
0,0.0029296875,0.0,0.0009765625,0.0009765625,0.0,0.2783203125,0.294921875,0.0,0.4560546875,0.1357421875
0,0.00390625,0.0009765625,0.0,0.001953125,0.0,0.27734375,0.287109375,0.0,0.439453125,0.14453125
0,0.0048828125,0.0,0.0,0.0009765625,0.0,0.287109375,0.310546875,0.0,0.458984375,0.1552734375
0,0.1875,0.0107421875,0.1796875,0.185546875,0.0283203125,0.28515625,0.28515625,0.193359375,0.861328125,0.138671875
0,0.0068359375,0.0,0.0,0.00390625,0.0,0.31640625,0.3271484375,0.0,0.490234375,0.14453125
0,0.005859375,0.0,0.0,0.0107421875,0.0,0.330078125,0.341796875,0.0,0.5068359375,0.1240234375
0,0.0078125,0.0,0.0,0.0029296875,0.0,0.3310546875,0.3369140625,0.0,0.517578125,0.140625
0,0.0,0.0009765625,0.001953125,0.0009765625,0.0,0.259765625,0.2734375,0.0,0.4365234375,0.1337890625
0,0.2060546875,0.0009765625,0.203125,0.2021484375,0.0166015625,0.306640625,0.2861328125,0.2099609375,0.861328125,0.138671875
0,0.001953125,0.0,0.0,0.001953125,0.0,0.2900390625,0.294921875,0.0,0.4521484375,0.12109375
0,0.0029296875,0.0,0.0009765625,0.001953125,0.0,0.279296875,0.28515625,0.0,0.4384765625,0.140625
0,0.00390625,0.0009765625,0.0009765625,0.001953125,0.0,0.2705078125,0.2841796875,0.0,0.4384765625,0.1611328125
0,0.00390625,0.0,0.0,0.001953125,0.0009765625,0.267578125,0.2822265625,0.0,0.4453125,0.15625
0,0.0029296875,0.0,0.0,0.0,0.0,0.2880859375,0.306640625,0.0,0.466796875,0.1376953125
0,0.001953125,0.0,0.0009765625,0.00390625,0.0,0.2763671875,0.2890625,0.0,0.4375,0.14453125
0,0.005859375,0.0,0.0,0.0048828125,0.0,0.3115234375,0.3154296875,0.0,0.4833984375,0.13671875
0,0.0029296875,0.0,0.0,0.0009765625,0.0,0.2685546875,0.2802734375,0.0,0.453125,0.1552734375
0,0.0087890625,0.0009765625,0.0,0.0048828125,0.0,0.3271484375,0.333984375,0.0,0.501953125,0.1435546875
0,0.005859375,0.0,0.0,0.00390625,0.0,0.318359375,0.326171875,0.0,0.4970703125,0.1298828125
0,0.00390625,0.0,0.0,0.0029296875,0.0,0.3212890625,0.337890625,0.0,0.5087890625,0.1630859375
0,0.0029296875,0.0,0.0,0.0126953125,0.0,0.3251953125,0.3359375,0.0,0.4931640625,0.1279296875
0,0.0029296875,0.0,0.0,0.0029296875,0.0,0.3115234375,0.3154296875,0.0,0.4970703125,0.1328125
0,0.0048828125,0.0,0.0009765625,0.0009765625,0.0,0.28515625,0.2841796875,0.0,0.455078125,0.1376953125
0,0.0029296875,0.0,0.0,0.0009765625,0.0,0.2744140625,0.2861328125,0.0,0.455078125,0.1357421875
0,0.0087890625,0.0,0.001953125,0.0,0.0048828125,0.26953125,0.2890625,0.0,0.4677734375,0.171875
0,0.0068359375,0.0,0.0009765625,0.0009765625,0.0,0.28515625,0.2880859375,0.0,0.458984375,0.1474609375
0,0.0048828125,0.0009765625,0.0,0.005859375,0.0,0.314453125,0.3173828125,0.0,0.4873046875,0.1533203125
0,0.0107421875,0.0,0.0,0.00390625,0.0,0.314453125,0.3173828125,0.0,0.490234375,0.12890625
0,0.0009765625,0.0,0.0,0.001953125,0.0,0.2744140625,0.2705078125,0.0,0.4423828125,0.1533203125
0,0.0029296875,0.0,0.001953125,0.0029296875,0.0,0.265625,0.265625,0.0,0.4228515625,0.1591796875
0,0.00390625,0.0,0.0,0.0009765625,0.001953125,0.2646484375,0.2890625,0.0,0.447265625,0.166015625
0,0.00390625,0.0,0.0,0.0009765625,0.0,0.2958984375,0.302734375,0.0,0.4794921875,0.1474609375
0,0.005859375,0.0,0.0,0.0009765625,0.0,0.29296875,0.298828125,0.0,0.4765625,0.1689453125
0,0.0078125,0.0,0.0,0.0068359375,0.0,0.3369140625,0.33984375,0.0,0.4990234375,0.13671875
0,0.0166015625,0.0,0.0,0.0009765625,0.0078125,0.3125,0.314453125,0.0,0.494140625,0.1708984375
0,0.0078125,0.0,0.0,0.0009765625,0.0,0.3232421875,0.3330078125,0.0,0.5107421875,0.1376953125
0,0.0078125,0.0,0.0,0.0078125,0.0,0.3427734375,0.3466796875,0.0,0.537109375,0.1396484375
0,0.0009765625,0.0009765625,0.0,0.0009765625,0.0,0.263671875,0.2841796875,0.0,0.44140625,0.15625
0,0.0029296875,0.0,0.0,0.0,0.0,0.2841796875,0.30078125,0.0,0.466796875,0.2021484375
0,0.0009765625,0.0009765625,0.0009765625,0.0,0.0,0.26171875,0.287109375,0.0,0.4521484375,0.19921875
0,0.009765625,0.0,0.0,0.0048828125,0.0,0.33984375,0.34375,0.0,0.5224609375,0.1376953125
0,0.0048828125,0.0,0.0,0.0,0.0,0.2939453125,0.3095703125,0.0,0.4765625,0.181640625
0,0.0029296875,0.0,0.0,0.0,0.0,0.287109375,0.3037109375,0.0,0.4833984375,0.17578125
0,0.0048828125,0.0,0.0009765625,0.00390625,0.0,0.2939453125,0.2958984375,0.0,0.455078125,0.1572265625
0,0.00390625,0.0,0.0,0.00390625,0.0,0.30078125,0.3115234375,0.0,0.478515625,0.1533203125
0,0.005859375,0.0,0.0,0.0009765625,0.0,0.3125,0.3154296875,0.0,0.4931640625,0.15234375
0,0.0029296875,0.0,0.0,0.013671875,0.0,0.3505859375,0.359375,0.0,0.568359375,0.158203125
0,0.001953125,0.0,0.0,0.00390625,0.0,0.3154296875,0.3251953125,0.0,0.5029296875,0.1572265625
0,0.001953125,0.0,0.0029296875,0.0009765625,0.0,0.263671875,0.2861328125,0.0,0.455078125,0.1474609375
